RBD,NOM_RBD,NOM_COM_RBD,lon,lat,REGION,COD_REGION
2121,COLEGIO REPUBLICA ARGENTINA,RANCAGUA,-70.7477909,-34.1710443,O'Higgins,6
2122,ESCUELA MUNICIPAL EL COBRE,RANCAGUA,-70.7436113,-34.1376928,O'Higgins,6
2123,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,RANCAGUA,-70.7297149,-34.1706199,O'Higgins,6
2124,LICEO INTEGRADO LIBERTADOR SIMï¿½N BOLIVAR,RANCAGUA,-70.759076,-34.167554,O'Higgins,6
2125,COLEGIO PABLO GARRIDO,RANCAGUA,-70.7304364,-34.1888909,O'Higgins,6
2126,COL. JOSE A. MANSO DE VELASCO Y S.,RANCAGUA,-70.739913,-34.152795,O'Higgins,6
2129,COLEGIO AURORA DE CHILE,RANCAGUA,-70.7307646,-34.1674043,O'Higgins,6
2131,ESCUELA MUNICIPAL CARLOS MIRANDA MIRANDA,RANCAGUA,-70.746494,-34.1771142,O'Higgins,6
2132,ESCUELA MUNICIPAL PATRICIO MEKIS,RANCAGUA,-70.724538,-34.162669,O'Higgins,6
2134,LICEO COMERCIAL JORGE ALESSANDRI R.,RANCAGUA,-70.7416152,-34.1610996,O'Higgins,6
2135,ESCUELA MUNICIPAL JEAN PIAGET,RANCAGUA,-70.7588719,-34.1718651,O'Higgins,6
2136,ESCUELA MUNICIPAL ISABEL RIQUELME,RANCAGUA,-70.7361533,-34.1757465,O'Higgins,6
2138,ESCUELA MUNICIPAL ALBERTO BLEST GANA,RANCAGUA,-70.74291,-34.194647,O'Higgins,6
2139,ESCUELA MUNICIPAL VIRGINIA BRAVO,RANCAGUA,-70.8090758,-34.1013011,O'Higgins,6
2140,ESCUELA MUNICIPAL AUGUSTO D HALMAR,RANCAGUA,-70.7400701,-34.1463764,O'Higgins,6
2143,ESCUELA MUNICIPAL HERMANOS CARRERA,RANCAGUA,-70.7225434,-34.1472237,O'Higgins,6
2145,ESCUELA MUNICIPAL MARTA BRUNET,RANCAGUA,-70.7361351,-34.1756778,O'Higgins,6
2146,COLEGIO MANUEL ROJAS,RANCAGUA,-70.7545012,-34.1823333,O'Higgins,6
2147,ESCUELA MUNICIPAL J.M. BALMACEDA,RANCAGUA,-70.7670295,-34.1512198,O'Higgins,6
2150,INSTITUTO SAGRADO CORAZON,RANCAGUA,-70.720311,-34.178094,O'Higgins,6
2151,COLEGIO PARTICULAR SANTA MARIA,RANCAGUA,-70.756133,-34.168196,O'Higgins,6
2153,COLEGIO PARTICULAR SANTA MARIA GORETTI,RANCAGUA,-70.7360801,-34.1730809,O'Higgins,6
2155,COLEGIO PARTICULAR WHIPPLE SCHOOL,RANCAGUA,-70.738167,-34.166009,O'Higgins,6
2159,COLEGIO PARTICULAR INFANTES DE O'HIGGINS,RANCAGUA,-70.7406951,-34.165703,O'Higgins,6
2160,ESCUELA PARTICULAR JULIO VALENZUELA,RANCAGUA,-70.730695,-34.16306,O'Higgins,6
2162,COLEGIO PARTICULAR ADVENTISTA,RANCAGUA,-70.7234788,-34.1773018,O'Higgins,6
2163,COLEGIO CUISENAIRE,RANCAGUA,-70.73069,-34.1521377,O'Higgins,6
2164,COLEGIO PARTICULAR GABRIELA MISTRAL,RANCAGUA,-70.7406397,-34.1364316,O'Higgins,6
2165,COLEGIO NIï¿½O JESUS DE PRAGA,RANCAGUA,-70.7304234,-34.1636253,O'Higgins,6
2166,INSTITUTO REGIONAL DE EDUCACION,RANCAGUA,-70.735673,-34.168463,O'Higgins,6
2167,INSTITUTO SEWELL,RANCAGUA,-70.7406259,-34.1701324,O'Higgins,6
2170,COLEGIO PARTICULAR JAVIERA CARRERA,RANCAGUA,-70.7381772,-34.1743202,O'Higgins,6
2171,COLEGIO PARTICULAR ANDRES BELLO,RANCAGUA,-70.7506346,-34.1324848,O'Higgins,6
2173,COLEGIO PARTICULAR BERNARDO O'HIGGINS,RANCAGUA,-70.7398789,-34.1366679,O'Higgins,6
2174,COLEGIO SANTO TOMAS,RANCAGUA,-70.744438,-34.172204,O'Higgins,6
2178,ESCUELA PARTICULAR SAINT PAUL COLLEGE,RANCAGUA,-70.7371258,-34.1695734,O'Higgins,6
2179,COLEGIO PARTICULAR LOS CONQUISTADORES,RANCAGUA,-70.73639,-34.14665,O'Higgins,6
2182,COLEGIO PARTICULAR INSTITUTO EINSTEN,RANCAGUA,-70.7402276,-34.1655924,O'Higgins,6
2183,COLEGIO PARTICULAR INSTITUTO SAN ANDRES,RANCAGUA,-70.711805,-34.174531,O'Higgins,6
2184,ESCUELA PARTICULAR BUEN PASTOR,RANCAGUA,-70.7611099,-34.1351331,O'Higgins,6
2185,COLEGIO ALONSO DE ERCILLA,RANCAGUA,-70.7423913,-34.1678229,O'Higgins,6
2194,INSTITUTO INGLES RANCAGUA,RANCAGUA,-70.744939,-34.1774722,O'Higgins,6
2198,COLEGIO LA MERCED,RANCAGUA,-70.7455205,-34.1801656,O'Higgins,6
2200,INSTITUTO Oï¿½HIGGINS,RANCAGUA,-70.7422717,-34.1741703,O'Higgins,6
2205,LICEO PROFESOR MISAEL LOBOS MONROY,GRANEROS,-70.7238,-34.0703865,O'Higgins,6
2206,ESCUELA SIXTO MENDEZ PARADA,GRANEROS,-70.7240782,-34.0714039,O'Higgins,6
2207,ESCUELA HERNAN OLGUIN MAYBE,GRANEROS,-70.7258908,-34.063569,O'Higgins,6
2209,COLEGIO ANTONIO TRDAN ARKO,GRANEROS,-70.7325138,-34.076588,O'Higgins,6
2210,ESCUELA MUNICIPAL VILLA LA COMPANIA,GRANEROS,-70.6832705,-34.0786607,O'Higgins,6
2212,ESCUELA MUNICIPAL DE TUNICHE,GRANEROS,-70.7404723,-34.0911333,O'Higgins,6
2217,COLEGIO PARTICULAR NUESTRA SENORA,GRANEROS,-70.729551,-34.070569,O'Higgins,6
2218,COLEGIO PARTICULAR GRANEROS,GRANEROS,-70.7271153,-34.0653611,O'Higgins,6
2219,ESCUELA AGRICOLA CRISTO OBRERO,GRANEROS,-70.7288077,-34.0644878,O'Higgins,6
2220,COLEGIO PARTICULAR SAN MARTIN,GRANEROS,-70.7281604,-34.0754316,O'Higgins,6
2222,LICEO ALBERTO HURTADO,MOSTAZAL,-70.7121217,-33.9748511,O'Higgins,6
2223,COLEGIO ANDRES BELLO,MOSTAZAL,-70.7116897,-33.9790108,O'Higgins,6
2224,LICEO ELVIRA SANCHEZ DE GARCES,MOSTAZAL,-70.6435558,-34.0062199,O'Higgins,6
2226,ESC. HIJOS DEL SOL,MOSTAZAL,-70.6670249,-34.0158817,O'Higgins,6
2227,ESC. SAN FRANCISCO DE ASIS,MOSTAZAL,-70.7118434,-33.9365085,O'Higgins,6
2228,ESCUELA EL RINCON,MOSTAZAL,-70.6423283,-34.0195395,O'Higgins,6
2231,COLEGIO DEL CAMINO REAL MARIO MIRANDA PINTO,MOSTAZAL,-70.6439778,-33.9557222,O'Higgins,6
2233,COLEGIO TECNOLOGICO PULMAHUE,MOSTAZAL,-70.7093114,-33.9778114,O'Higgins,6
2234,COLEGIO JESUS ANDINO,CODEGUA,-70.6683626,-34.0387967,O'Higgins,6
2235,COLEGIO MARIANO LATORRE,CODEGUA,-70.6373595,-34.0503009,O'Higgins,6
2236,ESCUELA EUGENIO GARCIA FERNANDEZ,CODEGUA,-70.6279662,-34.0518552,O'Higgins,6
2237,COLEGIO MUNICIPAL DE CALLEJONES,CODEGUA,-70.7257323,-34.0456511,O'Higgins,6
2238,COLEGIO SANTA TERESA DE TUNCA,CODEGUA,-70.6497239,-34.1264707,O'Higgins,6
2240,COLEGIO MUNICIPAL CRISTO DEL PARQUE,CODEGUA,-70.6529514,-34.0865012,O'Higgins,6
2244,INSTITUTO LAUTARO DE CODEGUA,CODEGUA,-70.6675673,-34.0397969,O'Higgins,6
2247,COLEGIO GABRIELA MISTRAL,MACHALI,-70.6494991,-34.1837234,O'Higgins,6
2249,COLEGIO LOS LLANOS,MACHALI,-70.6496669,-34.1664129,O'Higgins,6
2250,COL. STA. TERESA DE LOS ANDES,MACHALI,-70.688905,-34.179354,O'Higgins,6
2251,COLEGIO BELLAVISTA,MACHALI,-70.5258751,-34.201374,O'Higgins,6
2255,ESC. SAN JUAQUIN DE LOS MAYOS,MACHALI,-70.707364,-34.188056,O'Higgins,6
2257,ESCUELA CHACAYES,MACHALI,-70.4666071,-34.2643587,O'Higgins,6
2258,ESCUELA PARTICULAR SAN LORENZO,MACHALI,-70.6574458,-34.1768392,O'Higgins,6
2259,COLEGIO PARTICULAR ARTURO PRAT,MACHALI,-70.6495054,-34.1823093,O'Higgins,6
2260,COLEGIO COYA,MACHALI,-70.6963241,-34.1935453,O'Higgins,6
2262,COL.MARIA VILLALOBOS ARTEAGA,OLIVAR,-70.8162871,-34.2100984,O'Higgins,6
2263,ESCUELA MUNICIPAL DE GULTRO,OLIVAR,-70.7599634,-34.2010416,O'Higgins,6
2264,ESCUELA NUESTRA SRA. DE LA MERCED,OLIVAR,-71.2162798,-33.6871037,O'Higgins,6
2265,ESCUELA BERTA SAAVEDRA SEGURA,REQUINOA,-70.8159017,-34.2828962,O'Higgins,6
2266,ESCUELA BASICA CAMPO LINDO,REQUINOA,-70.8533024,-34.2693991,O'Higgins,6
2267,ESC. REPUBLICA DE FRANCIA,REQUINOA,-70.7849807,-34.226275,O'Higgins,6
2268,ESCUELA MUNICIPAL SANTA AMALIA,REQUINOA,-70.8111384,-34.3024322,O'Higgins,6
2269,ESCUELA MUNICIPAL EL RINCON,REQUINOA,-70.814636,-34.2804962,O'Higgins,6
2271,ESCUELA MUNICIPAL SUECIA,REQUINOA,-70.814636,-34.2804962,O'Higgins,6
2274,COLEGIO LA PIMPINELA,REQUINOA,-70.7234491,-34.334058,O'Higgins,6
2275,ESCUELA DAVID DEL CURTO,REQUINOA,-70.8050542,-34.2653369,O'Higgins,6
2278,LICEO SAN JOSE DE REQUINOA,REQUINOA,-70.8194107,-34.2865574,O'Higgins,6
2279,ESCUELA CANADA,REQUINOA,-70.8241182,-34.2805111,O'Higgins,6
2280,LICEO POLITECNICO TOMAS MARIN DE POVEDA,RENGO,-70.8617219,-34.4094138,O'Higgins,6
2282,COLEGIO MUNICIPAL LO DE LOBO,RENGO,-70.8143266,-34.379042,O'Higgins,6
2283,LICEO LUIS URBINA FLORES,RENGO,-70.855996,-34.4036344,O'Higgins,6
2284,ESCUELA LA PAZ,RENGO,-70.8599821,-34.4047423,O'Higgins,6
2285,COLEGIO MANUEL FRANCISCO CORREA,RENGO,-70.8378395,-34.3495933,O'Higgins,6
2286,COLEGIO MUNICIPAL LUIS GALDAMES,RENGO,-70.8546651,-34.4009301,O'Higgins,6
2288,ESCUELA CARLOS CONDELL DE LA HAZA,RENGO,-70.8634559,-34.4121869,O'Higgins,6
2289,ESCUELA REPUBLICA DE ALEMANIA,RENGO,-70.8506462,-34.4148154,O'Higgins,6
2292,ESCUELA VICENTE HUIDOBRO,RENGO,-70.8590581,-34.4144089,O'Higgins,6
2293,COLEGIO MUNICIPAL LOS CHOAPINOS,RENGO,-70.8330001,-34.3252155,O'Higgins,6
2294,COLEGIO MUNICIPAL LA ESMERALDA,RENGO,-70.900217,-34.330959,O'Higgins,6
2296,COLEGIO MUNICIPAL LO CARTAGENA,RENGO,-70.8664164,-34.3823379,O'Higgins,6
2297,ESCUELA GUSTAVO BISQUERTT S.,RENGO,-70.78136,-34.4408352,O'Higgins,6
2299,COLEGIO MUNICIPAL EL CERRILLO,RENGO,-70.8664164,-34.3823379,O'Higgins,6
2300,ESCUELA LA ISLA EMMA ESCOBAR DE LAGOS,RENGO,-70.8454284,-34.3838988,O'Higgins,6
2301,COLEGIO MUNICIPAL DE APALTA,RENGO,-70.8657619,-34.3397723,O'Higgins,6
2302,ESCUELA BASICA VICTOR NICOLETTI TAMANINI,RENGO,-70.8577377,-34.4020353,O'Higgins,6
2304,COLEGIO MUNICIPAL VILLA DEL COBIL,RENGO,-70.886486,-34.3949282,O'Higgins,6
2307,ESCUELA MARTA AVARIA SALVATIERRA,RENGO,-70.8608394,-34.4028433,O'Higgins,6
2308,COLEGIO SAN ANTONIO DEL BALUARTE,RENGO,-70.8679349,-34.4009317,O'Higgins,6
2309,CENTRO EDUCACIONAL ASUNCION,RENGO,-70.8560822,-34.410007,O'Higgins,6
2310,ESC.ALCIDES REYES FRIAS,MALLOA,-70.9452936,-34.4445696,O'Higgins,6
2311,ESCUELA PELEQUEN,MALLOA,-70.8958399,-34.4637138,O'Higgins,6
2312,ESCUELA MUNICIPAL DE PANQUEHUE,MALLOA,-70.9197707,-34.4106629,O'Higgins,6
2313,ESCUELA MUNICIPAL DE LIMAHUE,MALLOA,-70.9245398,-34.4649265,O'Higgins,6
2314,ESCUELA MUNICIPAL DE CORCOLEN,MALLOA,-71.0003433,-34.4081687,O'Higgins,6
2319,LICEO REPUBLICA DE ITALIA,QUINTA DE TILCOCO,-70.9658841,-34.3545644,O'Higgins,6
2320,VIOLETA FUENTES CARVAJAL,QUINTA DE TILCOCO,-71.0285151,-34.3678673,O'Higgins,6
2321,ESCUELA AMPARO RAYO HORTA,QUINTA DE TILCOCO,-71.0146761,-34.3532523,O'Higgins,6
2322,ESCUELA RURAL LA VINILLA,SAN VICENTE,-71.075693,-34.4400945,O'Higgins,6
2324,ESCUELA JAIME FELDMAN MILLER,QUINTA DE TILCOCO,-70.9716249,-34.3474869,O'Higgins,6
2325,COLEGIO RAï¿½L RAMï¿½REZ MAYOL,QUINTA DE TILCOCO,-70.9814647,-34.3710811,O'Higgins,6
2326,COLEGIO SAGRADO CORAZON DE JESUS,QUINTA DE TILCOCO,-70.9626754,-34.3538045,O'Higgins,6
2329,LICEO IGNACIO CARRERA PINTO,SAN VICENTE,-71.0794807,-34.4412135,O'Higgins,6
2330,ESC.CARMEN GALLEGOS DE ROBLE,SAN VICENTE,-71.0777326,-34.4412458,O'Higgins,6
2331,CENTRO EDUC. REQUEGUA,SAN VICENTE,-71.0084736,-34.4502588,O'Higgins,6
2333,ESC.GUIDO ASSIS GONZALEZ,SAN VICENTE,-70.9839228,-34.4810572,O'Higgins,6
2334,ESCUELA MUNICIPAL RASTROJOS,SAN VICENTE,-71.0282551,-34.4636552,O'Higgins,6
2336,ESCUELA EL LIBERTADOR,SAN VICENTE,-71.102154,-34.4388928,O'Higgins,6
2338,ESC.JUAN BARROS ROLDAN,SAN VICENTE,-71.0832634,-34.434604,O'Higgins,6
2339,ESCUELA MUNICIPAL ZUNIGA,SAN VICENTE,-71.1010212,-34.3647975,O'Higgins,6
2343,ESCUELA MUNICIPAL TOQUIHUA,SAN VICENTE,-71.1103372,-34.4575409,O'Higgins,6
2347,ESC.PARROCO M.BUSTAMANTE,SAN VICENTE,-71.0578155,-34.4299646,O'Higgins,6
2348,ESCUELA MUNICIPAL VINA TAGUA TAGUA,SAN VICENTE,-71.1103372,-34.4575409,O'Higgins,6
2349,ESCUELA MUNICIPAL LA LAGUNA,SAN VICENTE,-58.4183045,-35.012962,O'Higgins,6
2350,ESCUELA SAN ALBERTO DE IDAHUE,SAN VICENTE,-71.2017572,-34.4891669,O'Higgins,6
2353,ESCUELA MUNICIPAL CUCHIPUY,SAN VICENTE,-71.1103372,-34.4575409,O'Higgins,6
2355,COLEGIO EL SALVADOR,SAN VICENTE,-71.085276,-34.439336,O'Higgins,6
2356,COLEGIO SANTA INES,SAN VICENTE,-71.0864457,-34.4389796,O'Higgins,6
2359,ESCUELA LARMAHUE,PICHIDEGUA,-71.2425191,-34.4135073,O'Higgins,6
2360,CENTRO EDUCATIVO SIGLO XXI,PICHIDEGUA,-71.2821634,-34.3586893,O'Higgins,6
2361,ESCUELA ENRIQUE SERRANO DE VIALE RIGO,PICHIDEGUA,-71.2836669,-34.3561047,O'Higgins,6
2362,ESCUELA AMELIA LYNCH DE LYON,PICHIDEGUA,-71.3019679,-34.4082216,O'Higgins,6
2363,ESCUELA MUNICIPAL DE SAN ROBERTO,PICHIDEGUA,-71.3672409,-34.4011032,O'Higgins,6
2364,ESCUELA REINO DE DINAMARCA,PICHIDEGUA,-71.3393611,-34.312895,O'Higgins,6
2365,ESCUELA BASICA PATAGUAS CERRO,PICHIDEGUA,-71.3891769,-34.3081157,O'Higgins,6
2366,ESCUELA FERNANDO HUERTA PENA,PICHIDEGUA,-71.1946484,-34.4176188,O'Higgins,6
2367,ESCUELA BASICA JOSE BERNALES CASTILLO,PICHIDEGUA,-71.2872596,-34.3573785,O'Higgins,6
2372,ESCUELA MUNICIPAL EL SALTO,PICHIDEGUA,-71.2875163,-34.4393891,O'Higgins,6
2373,ESCUELA BASICA SAN JOSE,PICHIDEGUA,-71.4390958,-34.2957882,O'Higgins,6
2374,ESCUELA MUNICIPAL DE CALEUCHE,PICHIDEGUA,-71.3729912,-34.4168723,O'Higgins,6
2375,LICEO LATINOAMERICANO,PICHIDEGUA,-71.2786506,-34.3611507,O'Higgins,6
2377,ESCUELA ESPECIAL DE ADULTOS F Nï¿½ 142,PEUMO,-71.1667306,-34.3921609,O'Higgins,6
2378,LICEO JEAN BUCHANAN DE LARRAIN,PEUMO,-71.1631358,-34.397659,O'Higgins,6
2379,ESCUELA BASICA ANTONIO DE ZUNIGA,PEUMO,-71.1708676,-34.3947307,O'Higgins,6
2380,ESCUELA MUNICIPAL ALCALDE G. BURMESTER,PEUMO,-71.1834716,-34.392047,O'Higgins,6
2381,ESCUELA JUAN VALDES ORTUZAR,PEUMO,-84.1799675,39.7393,O'Higgins,6
2384,ESCUELA BASICA ROSARIO DE CODAO,PEUMO,-71.2306077,-34.3432752,O'Higgins,6
2386,ESCUELA PART. LUIS GARCIA DE LA HUERTA,PEUMO,-71.2158355,-34.355091,O'Higgins,6
2387,ESCUELA MUNICIPAL OSVALDO RUIZ GARCIA,COLTAUCO,-70.8185047,-33.5653422,O'Higgins,6
2388,ESCUELA MUNIC.SBTE LUIS CRUZ MARTINEZ,COLTAUCO,-71.0574896,-34.2655945,O'Higgins,6
2389,COLEGIO NUESTRA SEï¿½ORA DE LORETO,COLTAUCO,-71.029305,-34.2640782,O'Higgins,6
2390,COLEGIO QUILLAYQUEN RINCONADA DE PARRAL,COLTAUCO,-71.0679391,-34.241605,O'Higgins,6
2391,ESC. SUBTENIENTE JULIO MONTT SALAMANCA,COLTAUCO,-70.597697,-33.494025,O'Higgins,6
2392,ESC. LUCILA GODOY ALCAYAGA,COLTAUCO,-71.0930141,-34.2823038,O'Higgins,6
2393,ESCUELA MUNICIPAL DE LO DE CUEVAS,COLTAUCO,-70.9992768,-34.2313436,O'Higgins,6
2394,ESCUELA MUNICIPAL JOSEFINA VIAL DE VIAL,COLTAUCO,-71.039219,-34.2318763,O'Higgins,6
2395,ESCUELA MUNICIPAL DE VINA LA CRUZ,COLTAUCO,-70.9999645,-34.2566863,O'Higgins,6
2396,ESCUELA MUNICIPAL DE RINCONADA DE IDAHUE,COLTAUCO,-71.1485055,-34.289881,O'Higgins,6
2397,ESCUELA CAPITAN IGNACIO CARRERA PINTO,COLTAUCO,-71.0627343,-34.2788716,O'Higgins,6
2398,ESCUELA SUBTTE. ARTURO PEREZ CANTO,COLTAUCO,-71.0845001,-34.287371,O'Higgins,6
2400,ESCUELA PARTICULAR AMADA SOFIA GARCIA,COLTAUCO,-71.0822896,-34.2943759,O'Higgins,6
2401,ESCUELA AGRICOLA SAN VICENTE DE PAUL,COLTAUCO,-71.0855512,-34.2877978,O'Higgins,6
2406,LICEO MUNICIPAL LUIS GREGORIO VALENZUELA LAVIN,COINCO,-70.9496872,-34.2694542,O'Higgins,6
2407,ESCUELA MUNICIPAL CHILLEHUE,COINCO,-70.9824558,-34.2826714,O'Higgins,6
2409,ESCUELA MUNICIPAL COPEQUEN,COINCO,-70.9593417,-34.2661579,O'Higgins,6
2410,ESCUELA MUNICIPAL EL RULO,COINCO,-71.0184452,-34.3099562,O'Higgins,6
2411,LICEO CLAUDIO ARRAU LEON,DOÑIHUE,-70.9629307,-34.2236956,O'Higgins,6
2412,ESCUELA LAURA MATUS MELENDEZ,DOÑIHUE,-70.968738,-34.224109,O'Higgins,6
2414,COLEGIO MUNICIPAL LA ISLA,DOÑIHUE,-70.9039176,-34.2097894,O'Higgins,6
2415,ESCUELA LO MIRANDA,DOÑIHUE,-70.8897626,-34.1911061,O'Higgins,6
2416,COLEGIO REPUBLICA DE CHILE,DOÑIHUE,-70.8815825,-34.1894629,O'Higgins,6
2417,ESCUELA CERRILLOS,DOÑIHUE,-70.9794742,-34.2366312,O'Higgins,6
2419,COLEGIO JULIO SILVA LAZO,DOÑIHUE,-70.9503991,-34.2168287,O'Higgins,6
2420,ESCUELA PLAZUELA,DOÑIHUE,-70.9092668,-34.1921157,O'Higgins,6
2422,LICEO FRANCISCO ANTONIO ENCINA ARMANET,LAS CABRAS,-71.308308,-34.2936211,O'Higgins,6
2423,ESCUELA BASICA ROMILIO ARELLANO TRONCOSO,LAS CABRAS,-71.3060278,-34.2895725,O'Higgins,6
2424,ESCUELA OSVALDO CORREA FUENZALIDA,LAS CABRAS,-71.27685,-34.2075359,O'Higgins,6
2425,ESCUELA MUNICIPAL DE LOS AROMOS,LAS CABRAS,-71.3668685,-34.1788481,O'Higgins,6
2426,ESC. CONTRAMAESTRE CONSTANTINO MICALVI,LAS CABRAS,-71.4013493,-34.1782628,O'Higgins,6
2427,ESCUELA MUNICIPAL MAESTRO JORGE LOPEZ OSORIO,LAS CABRAS,-71.3829181,-34.2570048,O'Higgins,6
2428,ESCUELA REPUBLICA DE GRECIA,LAS CABRAS,-71.4399444,-34.2205224,O'Higgins,6
2429,COLEGIO INES DE SUAREZ,LAS CABRAS,-71.3739761,-34.0935462,O'Higgins,6
2432,ESCUELA MUNICIPAL VILMA ALIAGA CALDERON,LAS CABRAS,-71.3251197,-34.1689932,O'Higgins,6
2436,ESCUELA MUNICIPAL DE SANTA EUGENIA,LAS CABRAS,-71.3136817,-34.2091692,O'Higgins,6
2437,ESCUELA TENIENTE HERNAN MERINO CORREA,LAS CABRAS,-71.4464364,-34.1570574,O'Higgins,6
2438,ESCUELA MUNICIPAL DE LOS QUILLAYES,LAS CABRAS,-71.3060278,-34.2895725,O'Higgins,6
2439,ESCUELA MUNICIPAL DE PALMERIA,LAS CABRAS,-71.3060278,-34.2895725,O'Higgins,6
2440,ESCUELA MUNICIPAL DE VALDEBENITO,LAS CABRAS,-71.3060278,-34.2895725,O'Higgins,6
2442,LICEO TECNICO FELISA CLARA TOLUP ZEIMAN,SAN FERNANDO,-70.9855353,-34.5894587,O'Higgins,6
2443,LICEO INDUSTRIAL DE SAN FERNANDO,SAN FERNANDO,-70.9853441,-34.5817835,O'Higgins,6
2444,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS DE SAN FERNANDO,SAN FERNANDO,-70.9890309,-34.5771117,O'Higgins,6
2447,LICEO DE HOMBRES NEANDRO SCHILLING,SAN FERNANDO,-70.9885926,-34.583394,O'Higgins,6
2448,LICEO EDUARDO CHARME,SAN FERNANDO,-70.9901708,-34.5826855,O'Higgins,6
2453,LICEO JOSï¿½ GREGORIO ARGOMEDO,SAN FERNANDO,-70.9883218,-34.577759,O'Higgins,6
2454,SAN FERNANDO COLLEGE,SAN FERNANDO,-70.9873668,-34.5820264,O'Higgins,6
2455,COLEGIO INMACULADA CONCEPCION,SAN FERNANDO,-70.9888361,-34.5802581,O'Higgins,6
2456,ESCUELA OLEGARIO LAZO BAEZA,SAN FERNANDO,-70.986844,-34.5917967,O'Higgins,6
2457,ESCUELA BASICA ISABEL LA CATOLICA,SAN FERNANDO,-71.0243971,-34.5827363,O'Higgins,6
2458,ESCUELA JORGE MUNOZ SILVA,SAN FERNANDO,-70.9869793,-34.5848936,O'Higgins,6
2459,COLEGIO GIUSEPPE BERTOLUZZI DE FELIP,SAN FERNANDO,-70.9699405,-34.5977443,O'Higgins,6
2460,ESCUELA MARIA LUISA BOUCHON,SAN FERNANDO,-70.9932853,-34.5844218,O'Higgins,6
2461,ESCUELA VILLA CENTINELA,SAN FERNANDO,-70.9943183,-34.575065,O'Higgins,6
2462,ESCUELA WASHINGTON OMAR VENEGAS,SAN FERNANDO,-118.4428079,34.2728671,O'Higgins,6
2464,ESCUELA JOSE DE SAN MARTIN,SAN FERNANDO,-70.9799052,-34.5947977,O'Higgins,6
2465,ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA,SAN FERNANDO,-70.8707252,-34.6864465,O'Higgins,6
2467,ESCUELA BAS.ABEL BOUCHON FAURE,SAN FERNANDO,-70.9932853,-34.5844218,O'Higgins,6
2469,ESCUELA ABRAHAM LINCOLN DE AGUA BUENA,SAN FERNANDO,-70.8505697,-34.6511178,O'Higgins,6
2470,ESCUELA BAS.SAN JOSE DE LOS LINGUES,SAN FERNANDO,-70.9137737,-34.5621421,O'Higgins,6
2471,ESCUELA BERNARDO MORENO FREDES,SAN FERNANDO,-70.9422918,-34.5323111,O'Higgins,6
2475,ESCUELA LOS MAQUIS,MALLOA,-70.8280211,-34.4867076,O'Higgins,6
2476,ESCUELA BASICA GASPAR MARIN,SAN FERNANDO,-70.924251,-34.6084155,O'Higgins,6
2482,FUNDACION EDUCACIONAL INSTITUTO SAN FERNANDO,SAN FERNANDO,-70.989906,-34.5974757,O'Higgins,6
2485,LICEO AGRICOLA EL CARMEN,SAN FERNANDO,-70.9781267,-34.6070351,O'Higgins,6
2486,LICEO MUNICIPAL COMPLEJO EDUC. CHIMBARONGO,CHIMBARONGO,-71.0400277,-34.7083489,O'Higgins,6
2487,ESCUELA BAS.FERNANDO ARENAS  ALMARZA,CHIMBARONGO,-71.0451766,-34.7138607,O'Higgins,6
2488,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2489,ESCUELA BAS. VILLA CONVENTO VIEJO,CHIMBARONGO,-71.0539142,-34.7200166,O'Higgins,6
2490,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2491,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2492,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2493,ESCUELA BAS. JOSE MIGUEL CARRERA VERDUGO,CHIMBARONGO,-71.002091,-34.8206179,O'Higgins,6
2494,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2495,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2496,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2498,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2500,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2501,ESCUELA BAS. PEDRO ETCHEVERRY,CHIMBARONGO,-71.0433523,-34.7143378,O'Higgins,6
2505,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2506,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2507,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2508,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2509,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2513,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,O'Higgins,6
2514,ESCUELA AGRICOLA LAS GARZAS,CHIMBARONGO,-70.9975967,-34.6761283,O'Higgins,6
