"","RBD","NOM_RBD","NOM_COM_RBD","query","lon","lat"
"3603",5828,"ESC. BASICA GUACOLDA","LAUTARO","ESC. BASICA GUACOLDA ,  LAUTARO",-72.4235893,-38.5379877
"3604",5829,"ESCUELA LOS CACHORROS","LAUTARO","ESCUELA LOS CACHORROS ,  LAUTARO",-72.4392752,-38.5338054
"3605",5830,"ESCUELA DE LAUTARO","LAUTARO","ESCUELA DE LAUTARO ,  LAUTARO",-71.0865636,42.3411646
"3606",5831,"LICEO LOS CASTANOS","LAUTARO","LICEO LOS CASTANOS ,  LAUTARO",-72.4495983,-38.6370682
"3607",5832,"ESC. BASICA NIERECO","LAUTARO","ESC. BASICA NIERECO ,  LAUTARO",-84.1799675,39.7393
"3608",5833,"ESC. BASICA REWE KIMUN","LAUTARO","ESC. BASICA REWE KIMUN ,  LAUTARO",-72.3773782,-38.6116907
"3609",5834,"ESC. BASICA ALTO MECO","LAUTARO","ESC. BASICA ALTO MECO ,  LAUTARO",-84.1799675,39.7393
"3610",5835,"ESC. BASICA VILLA COIHUECO","LAUTARO","ESC. BASICA VILLA COIHUECO ,  LAUTARO",-84.1799675,39.7393
"3611",5837,"ESCUELA DOLLICO ALTO","LAUTARO","ESCUELA DOLLICO ALTO ,  LAUTARO",-72.3971765,-38.5258767
"3612",5838,"ESC. BASICA LAS MINAS","LAUTARO","ESC. BASICA LAS MINAS ,  LAUTARO",-72.4392752,-38.5338054
"3613",5844,"ESC. BASICA SAN LUIS DE ROBLER-A","LAUTARO","ESC. BASICA SAN LUIS DE ROBLER-A ,  LAUTARO",-72.4357969,-38.5347489
"3614",5846,"ESC. BASICA TRES ESQUINAS","LAUTARO","ESC. BASICA TRES ESQUINAS ,  LAUTARO",-72.1758248,-38.4566504
"3615",5847,"ESC. BASICA SANTA YOLANDA","LAUTARO","ESC. BASICA SANTA YOLANDA ,  LAUTARO",-72.2011124,-38.4907808
"3616",5849,"ESC. BASICA PUMALAL","LAUTARO","ESC. BASICA PUMALAL ,  LAUTARO",-72.4981416,-38.6168673
"3617",5850,"ESC. BASICA VISTA HERMOSA","LAUTARO","ESC. BASICA VISTA HERMOSA ,  LAUTARO",-84.1799675,39.7393
"3618",5851,"ESC. BASICA CHUMIL","LAUTARO","ESC. BASICA CHUMIL ,  LAUTARO",-72.1757542,-38.4683249
"3619",5852,"ESC. BASICA EL ESCUDO","LAUTARO","ESC. BASICA EL ESCUDO ,  LAUTARO",-72.0866991,-38.5645285
"3620",5854,"ESC. BASICA VEGA LARGA","LAUTARO","ESC. BASICA VEGA LARGA ,  LAUTARO",-72.312924,-38.5722612
"3621",5855,"ESC. BASICA MUCO CHUREO","LAUTARO","ESC. BASICA MUCO CHUREO ,  LAUTARO",-72.312924,-38.5722612
"3622",5857,"ESC. BASICA MALPICHAHUE","LAUTARO","ESC. BASICA MALPICHAHUE ,  LAUTARO",-84.1799675,39.7393
"3623",5861,"ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO","LAUTARO","ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO ,  LAUTARO",-72.4388229,-38.531039
"3624",5862,"ESCUELA PARTICULAR CORAZON DE JESUS","LAUTARO","ESCUELA PARTICULAR CORAZON DE JESUS ,  LAUTARO",-72.4222686,-38.5382331
"3625",5868,"ESCUELA PARTICULAR QUILACURA","LAUTARO","ESCUELA PARTICULAR QUILACURA ,  LAUTARO",-72.4427542,-38.529354
"3626",5869,"ESCUELA PARTICULAR SANTA TERESA","LAUTARO","ESCUELA PARTICULAR SANTA TERESA ,  LAUTARO",-72.2884515,-38.4908325
"3627",5871,"ESCUELA PARTICULAR SANTA TERESITA","LAUTARO","ESCUELA PARTICULAR SANTA TERESITA ,  LAUTARO",-70.6675673,-34.0397969
"3628",5872,"ESCUELA PARTICULAR HUINCA RAILAO","LAUTARO","ESCUELA PARTICULAR HUINCA RAILAO ,  LAUTARO",-84.1799675,39.7393
"3629",5873,"ESCUELA PARTICULAR LOS HUALLES","LAUTARO","ESCUELA PARTICULAR LOS HUALLES ,  LAUTARO",-72.3827302,-38.5335534
"3630",5875,"ESCUELA PARTICULAR NUEVA DOLLINCO","LAUTARO","ESCUELA PARTICULAR NUEVA DOLLINCO ,  LAUTARO",-72.3971765,-38.5258767
"3631",5876,"ESCUELA PARTICULAR SAN RAFAEL","LAUTARO","ESCUELA PARTICULAR SAN RAFAEL ,  LAUTARO",-84.1799675,39.7393
"3632",5878,"ESCUELA PARTICULAR VALLEPENCO","LAUTARO","ESCUELA PARTICULAR VALLEPENCO ,  LAUTARO",-84.1799675,39.7393
"3633",5879,"LICEO ISABEL POBLETE V.","PERQUENCO","LICEO ISABEL POBLETE V. ,  PERQUENCO",-72.3760381,-38.4206458
"3634",5880,"ESCUELA EDUARDO FREI MONTALVA","PERQUENCO","ESCUELA EDUARDO FREI MONTALVA ,  PERQUENCO",-72.3767613,-38.4212589
"3635",5885,"ESCUELA LOS QUIQUES","PERQUENCO","ESCUELA LOS QUIQUES ,  PERQUENCO",-72.3798994,-38.4208851
"3636",5888,"ESC. BASICA PARLAMENTO","PERQUENCO","ESC. BASICA PARLAMENTO ,  PERQUENCO",-72.5122735,-38.493287
"3637",5893,"ESCUELA PARTICULAR LAS CEREZAS","PERQUENCO","ESCUELA PARTICULAR LAS CEREZAS ,  PERQUENCO",-72.3591016,-38.3665889
"3638",5894,"ESCUELA PARTICULAR LA ESTRELLA","PERQUENCO","ESCUELA PARTICULAR LA ESTRELLA ,  PERQUENCO",-72.3767613,-38.4212589
"3639",5896,"ESCUELA JAPON","VILCUN","ESCUELA JAPON ,  VILCUN",-72.2241322,-38.6715981
"3640",5897,"COLEGIO AMERICA","VILCUN","COLEGIO AMERICA ,  VILCUN",-72.2262124,-38.6688263
"3641",5899,"ESCUELA DAGOBERTO GODOY","VILCUN","ESCUELA DAGOBERTO GODOY ,  VILCUN",-72.1163611,-38.6581944
"3642",5901,"ESC. BASICA VEGA REDONDA","VILCUN","ESC. BASICA VEGA REDONDA ,  VILCUN",-72.2687762,-38.5767864
"3643",5902,"ESCUELA MARTIN ALONQUEO PIUTRIN","VILCUN","ESCUELA MARTIN ALONQUEO PIUTRIN ,  VILCUN",-72.3646549,-38.691992
"3644",5905,"ESC. BASICA COLLIN ALTO","VILCUN","ESC. BASICA COLLIN ALTO ,  VILCUN",-72.2400137,-38.567703
"3645",5911,"ESC. BASICA CANTINO","VILCUN","ESC. BASICA CANTINO ,  VILCUN",-72.2241322,-38.6715981
"3646",5919,"ESCUELA PADRE OSVALDO VEGA","VILCUN","ESCUELA PADRE OSVALDO VEGA ,  VILCUN",-72.0095596,-38.68721
"3647",5921,"COMPLEJO EDUCACIONAL PADRE NICOLAS","VILCUN","COMPLEJO EDUCACIONAL PADRE NICOLAS ,  VILCUN",-72.2232869,-38.6709612
"3648",5923,"LICEO AGRICOLA CRUZ DEL SUR","VILCUN","LICEO AGRICOLA CRUZ DEL SUR ,  VILCUN",-72.263857,-38.8124811
"3649",5927,"ESCUELA PARTICULAR CODINHUE","VILCUN","ESCUELA PARTICULAR CODINHUE ,  VILCUN",-72.5047883,-38.6769369
"3650",5930,"ESCUELA PARTICULAR SANTA GERTRUDIS","VILCUN","ESCUELA PARTICULAR SANTA GERTRUDIS ,  VILCUN",-72.2241322,-38.6715981
"3651",5931,"ESCUELA PARTICULAR MALLA","VILCUN","ESCUELA PARTICULAR MALLA ,  VILCUN",-72.2241322,-38.6715981
"3652",5933,"ESCUELA PARTICULAR EL NATRE","VILCUN","ESCUELA PARTICULAR EL NATRE ,  VILCUN",-72.2241322,-38.6715981
"3653",5935,"ESCUELA PARTICULAR SANTA TERESITA","VILCUN","ESCUELA PARTICULAR SANTA TERESITA ,  VILCUN",-72.2196376,-38.6691828
"3654",5938,"SAN MIGUEL DE QUINTRILPE","VILCUN","SAN MIGUEL DE QUINTRILPE ,  VILCUN",-72.2246579,-38.6705963
"3655",5940,"ESCUELA PARTICULAR VIRGEN DE FATIMA","VILCUN","ESCUELA PARTICULAR VIRGEN DE FATIMA ,  VILCUN",-8.6521422,39.6172063
"3656",5942,"ESCUELA PARTICULAR SAN ANTONIO","VILCUN","ESCUELA PARTICULAR SAN ANTONIO ,  VILCUN",-72.2241322,-38.6715981
"3657",5947,"ESCUELA PARTICULAR CRUZ DEL SUR","VILCUN","ESCUELA PARTICULAR CRUZ DEL SUR ,  VILCUN",-72.2701726,-38.7167002
"3658",5952,"ESCUELA PARTICULAR SANTA MONICA","VILCUN","ESCUELA PARTICULAR SANTA MONICA ,  VILCUN",-72.344721,-38.645317
"3659",5954,"ESCUELA PARTICULAR LOS ROBLES","VILCUN","ESCUELA PARTICULAR LOS ROBLES ,  VILCUN",-72.2241322,-38.6715981
"3660",5955,"ESCUELA PARTICULAR MONTERREY","VILCUN","ESCUELA PARTICULAR MONTERREY ,  VILCUN",-72.2241322,-38.6715981
"3661",5957,"LICEO MUNICIPAL ATENEA","CUNCO","LICEO MUNICIPAL ATENEA ,  CUNCO",-72.0309019,-38.9324129
"3662",5959,"LICEO ARTURO VALENZUELA","CUNCO","LICEO ARTURO VALENZUELA ,  CUNCO",-72.2460959,-38.9882875
"3663",5960,"ESCUELA BASICA LAS HORTENCIAS","CUNCO","ESCUELA BASICA LAS HORTENCIAS ,  CUNCO",-72.1536873,-38.9415492
"3664",5962,"ESCUELA HECTOR VALENZUELA CEA","VILLARRICA","ESCUELA HECTOR VALENZUELA CEA ,  VILLARRICA",-84.1799675,39.7393
"3665",5963,"ESC. BASICA LLANQUI LLANQUI","CUNCO","ESC. BASICA LLANQUI LLANQUI ,  CUNCO",NA,NA
"3666",5964,"ESC. BASICA SAN CAMILO","CUNCO","ESC. BASICA SAN CAMILO ,  CUNCO",-72.0309019,-38.9324129
"3667",5970,"ESCUELA VIDA Y PAZ","CUNCO","ESCUELA VIDA Y PAZ ,  CUNCO",-72.0862391,-39.0755139
"3668",5973,"ESC. BASICA EL ROSAL","CUNCO","ESC. BASICA EL ROSAL ,  CUNCO",-72.0309019,-38.9324129
"3669",5975,"ESC. BASICA FAJA 2000 HUICHAHUE","CUNCO","ESC. BASICA FAJA 2000 HUICHAHUE ,  CUNCO",-72.028746,-38.9321304
"3670",5977,"ESC. BASICA QUINETRU","CUNCO","ESC. BASICA QUINETRU ,  CUNCO",-72.0289714,-38.9333832
"3671",5978,"ESCUELA MUNICIPAL ADRIANO ARELLANO CABRERA","CUNCO","ESCUELA MUNICIPAL ADRIANO ARELLANO CABRERA ,  CUNCO",-72.0309019,-38.9324129
"3672",5980,"ESC. BASICA LLAULLAHUE","CUNCO","ESC. BASICA LLAULLAHUE ,  CUNCO",-72.0289714,-38.9333832
"3673",5981,"ESCUELA PAULO ARAVENA ARAVENA","CUNCO","ESCUELA PAULO ARAVENA ARAVENA ,  CUNCO",-72.0309019,-38.9324129
"3674",5984,"ESC. BASICA LO SCHMITH","CUNCO","ESC. BASICA LO SCHMITH ,  CUNCO",-72.1117708,-38.9605525
"3675",5985,"ESCUELA LA MANANA","CUNCO","ESCUELA LA MANANA ,  CUNCO",-72.0289714,-38.9333832
"3676",5987,"ESC. BASICA LEUFUCHE","CUNCO","ESC. BASICA LEUFUCHE ,  CUNCO",-72.1117708,-38.9605525
"3677",5990,"ESCUELA BASICA QUECHEREHUE","CUNCO","ESCUELA BASICA QUECHEREHUE ,  CUNCO",-72.0478614,-38.9977045
"3678",5992,"COMPLEJO EDUCACIONAL JUAN BOSCO","CUNCO","COMPLEJO EDUCACIONAL JUAN BOSCO ,  CUNCO",-72.028746,-38.9321304
"3679",5993,"ESCUELA LEOVIGILDO KLEY","CUNCO","ESCUELA LEOVIGILDO KLEY ,  CUNCO",-72.0284877,-38.9325636
"3680",5994,"ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCELINO HUICHAMIL","CUNCO","ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCELINO HUICHAMIL ,  CUNCO",-72.2463877,-38.9873335
"3681",5995,"ESCUELA PARTICULAR QUECHEREHUE","CUNCO","ESCUELA PARTICULAR QUECHEREHUE ,  CUNCO",-72.0478614,-38.9977045
"3682",5998,"ESCUELA PARTICULAR LA BASTILLA","CUNCO","ESCUELA PARTICULAR LA BASTILLA ,  CUNCO",-72.2463877,-38.9873335
"3683",5999,"ESCUELA PARTICULAR PADRE BERNABE","CUNCO","ESCUELA PARTICULAR PADRE BERNABE ,  CUNCO",-72.0386017,-38.9450734
"3684",6003,"ESC. PART. STA. ISABEL DE TRAFAMPULLI","CUNCO","ESC. PART. STA. ISABEL DE TRAFAMPULLI ,  CUNCO",-72.2878975,-38.999592
"3685",6005,"ESCUELA AURORA DE CHILE","CUNCO","ESCUELA AURORA DE CHILE ,  CUNCO",-72.2950662,-39.0010157
"3686",6006,"ESCUELA PARTICULAR ALAMEDA","CUNCO","ESCUELA PARTICULAR ALAMEDA ,  CUNCO",-72.0386017,-38.9450734
"3687",6007,"LICEO LOS ANDES","MELIPEUCO","LICEO LOS ANDES ,  MELIPEUCO",-71.6999312,-38.8538922
"3688",6009,"ESC. BASICA MOLULCO","MELIPEUCO","ESC. BASICA MOLULCO ,  MELIPEUCO",-71.6929428,-38.852306
"3689",6011,"ESC. BASICA MOLULCO","MELIPEUCO","ESC. BASICA MOLULCO ,  MELIPEUCO",-71.6929428,-38.852306
"3690",6012,"ESC. BASICA CUMCUMLLAQUE","MELIPEUCO","ESC. BASICA CUMCUMLLAQUE ,  MELIPEUCO",-71.6929428,-38.852306
"3691",6015,"ESC. BASICA CURACALCO","CUNCO","ESC. BASICA CURACALCO ,  CUNCO",-71.8376049,-38.9303975
"3692",6017,"ESCUELA MUNICIPAL CAR�N","MELIPEUCO","ESCUELA MUNICIPAL CARÑN ,  MELIPEUCO",-71.6929428,-38.852306
"3693",6018,"ESCUELA PARTICULAR SAN GABRIEL","MELIPEUCO","ESCUELA PARTICULAR SAN GABRIEL ,  MELIPEUCO",-71.6956421,-38.8526471
"3694",6019,"ESCUELA PARTICULAR LLAIMA","MELIPEUCO","ESCUELA PARTICULAR LLAIMA ,  MELIPEUCO",-71.6929428,-38.852306
"3695",6021,"ESCUELA PARTICULAR CAREN","MELIPEUCO","ESCUELA PARTICULAR CAREN ,  MELIPEUCO",-71.6929428,-38.852306
"3696",6022,"ESCUELA PARTICULAR LA SUERTE","MELIPEUCO","ESCUELA PARTICULAR LA SUERTE ,  MELIPEUCO",-71.6929428,-38.852306
"3697",6023,"ESCUELA PARTICULAR PALIHUEPILLAN","MELIPEUCO","ESCUELA PARTICULAR PALIHUEPILLAN ,  MELIPEUCO",-71.8216341,-38.8758914
"3698",6024,"ESCUELA PARTICULAR EL RETIRO","MELIPEUCO","ESCUELA PARTICULAR EL RETIRO ,  MELIPEUCO",-71.6932032,-38.8522015
"3699",6025,"ESCUELA DAHUELHUE","MELIPEUCO","ESCUELA DAHUELHUE ,  MELIPEUCO",-71.6490867,-38.8557285
"3700",6027,"COMPLEJO EDUCACIONAL MONSE�OR FRCO. VALDES S","CURARREHUE","COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S ,  CURARREHUE",-71.9742711,-39.2760918
"3701",6029,"ESCUELA RUCA MANKE","CURARREHUE","ESCUELA RUCA MANKE ,  CURARREHUE",-71.5890276,-39.3616465
"3702",6030,"ESCUELA JERONIMO NECULPAN","CURARREHUE","ESCUELA JERONIMO NECULPAN ,  CURARREHUE",-71.5890276,-39.3616465
"3703",6031,"ESCUELA EL SANTILLO","CURARREHUE","ESCUELA EL SANTILLO ,  CURARREHUE",-71.7155903,-39.3721581
"3704",6032,"ESCUELA MAMUIL MALAL","CURARREHUE","ESCUELA MAMUIL MALAL ,  CURARREHUE",-71.4666667,-39.5833333
"3705",6036,"ESCUELA LICANCURA","CURARREHUE","ESCUELA LICANCURA ,  CURARREHUE",-71.5890276,-39.3616465
"3706",6037,"ESCUELA PUENTE BASA","CURARREHUE","ESCUELA PUENTE BASA ,  CURARREHUE",-71.5017073,-39.3321083
"3707",6038,"COMPLEJO EDUCACIONAL RUKA NGEN","CURARREHUE","COMPLEJO EDUCACIONAL RUKA NGEN ,  CURARREHUE",-71.5916334,-39.3557477
"3708",6039,"ESCUELA PARTICULAR CATRIPULLI","CURARREHUE","ESCUELA PARTICULAR CATRIPULLI ,  CURARREHUE",-71.7074921,-39.3595618
"3709",6040,"ECO ESCUELA ANTU MAWIDA","CURARREHUE","ECO ESCUELA ANTU MAWIDA ,  CURARREHUE",-71.5451091,-32.9479526
"3710",6041,"ESCUELA PARTICULAR LOS RAULIES","CURARREHUE","ESCUELA PARTICULAR LOS RAULIES ,  CURARREHUE",-71.8656634,-38.3575655
"3711",6042,"ESCUELA PARTICULAR VIRGEN DE RINCONADA","CURARREHUE","ESCUELA PARTICULAR VIRGEN DE RINCONADA ,  CURARREHUE",-71.5890276,-39.3616465
"3712",6043,"ESCUELA PARTICULAR LONCOFILO","CURARREHUE","ESCUELA PARTICULAR LONCOFILO ,  CURARREHUE",-71.7213758,-39.3661833
"3713",6044,"ESCUELA PARTICULAR MAITE","CURARREHUE","ESCUELA PARTICULAR MAITE ,  CURARREHUE",-71.4839735,-39.3173576
"3714",6045,"ESCUELA PARTICULAR PANQUE","CURARREHUE","ESCUELA PARTICULAR PANQUE ,  CURARREHUE",-71.5890276,-39.3616465
"3715",6046,"ESCUELA PARTICULAR MAITE ALTO","CURARREHUE","ESCUELA PARTICULAR MAITE ALTO ,  CURARREHUE",-71.4839735,-39.3173576
"3716",6048,"ESCUELA PARTICULAR MAICHIN","CURARREHUE","ESCUELA PARTICULAR MAICHIN ,  CURARREHUE",-71.8656634,-38.3575655
"3717",6049,"ESCUELA PARTICULAR LOS SAUCES","CURARREHUE","ESCUELA PARTICULAR LOS SAUCES ,  CURARREHUE",-71.5880214,-39.3590118
"3718",6051,"LICEO DE HOTELERIA Y TURISMO","PUCON","LICEO DE HOTELERIA Y TURISMO ,  PUCON",-71.965133,-39.277485
"3719",6052,"ESCUELA CARLOS HOLZAFEL","PUCON","ESCUELA CARLOS HOLZAFEL ,  PUCON",-71.9646674,-39.2827749
"3720",6053,"ESCUELA JOSE MIGUEL MARTINEZ SOTO","PUCON","ESCUELA JOSE MIGUEL MARTINEZ SOTO ,  PUCON",-71.7581463,-39.3375736
"3721",6054,"ESC. BASICA QUELHUE","PUCON","ESC. BASICA QUELHUE ,  PUCON",-71.9207371,-39.2618533
"3722",6056,"ESCUELA BASICA MUNICIPAL DE EL CLARO","PUCON","ESCUELA BASICA MUNICIPAL DE EL CLARO ,  PUCON",-71.940847,-39.289222
"3723",6060,"ESC. BASICA VILLA SAN PEDRO","PUCON","ESC. BASICA VILLA SAN PEDRO ,  PUCON",-71.786747,-39.2668183
"3724",6062,"ESC. BASICA PICHARES","PUCON","ESC. BASICA PICHARES ,  PUCON",-71.8264809,-39.2381525
"3725",6063,"ESC. BASICA CANDELARIA","PUCON","ESC. BASICA CANDELARIA ,  PUCON",-71.9899425,-39.3091718
"3726",6066,"ESC. BASICA CARILEUFU","PUCON","ESC. BASICA CARILEUFU ,  PUCON",-71.8264809,-39.2381525
"3727",6069,"ESC.BASICA PAILLACO","PUCON","ESC.BASICA PAILLACO ,  PUCON",-71.7602505,-39.1964219
"3728",6070,"COMPLEJO EDUCACIONAL PABLO SEXTO","PUCON","COMPLEJO EDUCACIONAL PABLO SEXTO ,  PUCON",-71.973116,-39.2781777
"3729",6071,"ESCUELA PARTICULAR NTRA.SRA.DE FATIMA","PUCON","ESCUELA PARTICULAR NTRA.SRA.DE FATIMA ,  PUCON",-71.9782314,-39.2746775
"3730",6072,"ESCUELA PARTICULAR RAMON GUINEZ","PUCON","ESCUELA PARTICULAR RAMON GUINEZ ,  PUCON",-71.9708223,-39.2751068
"3731",6075,"ESCUELA PARTICULAR SAN LUIS","PUCON","ESCUELA PARTICULAR SAN LUIS ,  PUCON",-71.9708223,-39.2751068
"3732",6076,"ESCUELA PARTICULAR CABURGUA","PUCON","ESCUELA PARTICULAR CABURGUA ,  PUCON",-71.9708223,-39.2751068
"3733",6077,"ESCUELA PARTICULAR QUETROLELFU","PUCON","ESCUELA PARTICULAR QUETROLELFU ,  PUCON",-71.8264809,-39.2381525
"3734",6082,"ESCUELA SANTA ROSA DE LLAFENCO","PUCON","ESCUELA SANTA ROSA DE LLAFENCO ,  PUCON",-71.8151834,-39.3334848
"3735",6083,"ESCUELA PARTICULAR RELICURA","PUCON","ESCUELA PARTICULAR RELICURA ,  PUCON",-71.9708223,-39.2751068
"3736",6084,"LICEO BICENTENARIO ARAUCAN�A","VILLARRICA","LICEO BICENTENARIO ARAUCANÑA ,  VILLARRICA",-72.2280896,-39.2855574
"3737",6085,"LICEO POLITECNICO VILLARRICA","VILLARRICA","LICEO POLITECNICO VILLARRICA ,  VILLARRICA",-72.2300796,-39.2924468
"3738",6086,"ESCUELA JOSE ABELARDO NUNEZ","VILLARRICA","ESCUELA JOSE ABELARDO NUNEZ ,  VILLARRICA",-72.2372866,-39.2785344
"3739",6087,"LICEO ALEXANDER GRAHAM BELL","VILLARRICA","LICEO ALEXANDER GRAHAM BELL ,  VILLARRICA",-72.2235816,-39.2871296
"3740",6088,"ESCUELA VALENTIN LETELIER","VILLARRICA","ESCUELA VALENTIN LETELIER ,  VILLARRICA",-72.2289309,-39.2785525
"3741",6089,"ESCUELA VOIPIR DE NANCUL","VILLARRICA","ESCUELA VOIPIR DE NANCUL ,  VILLARRICA",-72.3086398,-39.281335
"3742",6090,"ESCUELA MARIANO LATORRE","VILLARRICA","ESCUELA MARIANO LATORRE ,  VILLARRICA",-72.2259726,-39.2933976
"3743",6092,"ESCUELA EPUKLEI","VILLARRICA","ESCUELA EPUKLEI ,  VILLARRICA",-72.1558666,-39.4872627
"3744",6093,"ESCUELA MOLCO ALTO","VILLARRICA","ESCUELA MOLCO ALTO ,  VILLARRICA",-72.0876974,-39.3016315
"3745",6097,"ESCUELA LAS VERTIENTES","VILLARRICA","ESCUELA LAS VERTIENTES ,  VILLARRICA",-72.2873646,-39.1394517
"3746",6107,"ESCUELA CONQUIL","VILLARRICA","ESCUELA CONQUIL ,  VILLARRICA",-72.1480624,-39.3434024
"3747",6108,"ESCUELA MANANTIAL","VILLARRICA","ESCUELA MANANTIAL ,  VILLARRICA",-72.3140816,-39.3564915
"3748",6112,"COLEGIO DE HUMANIDADES DE VILLARICA","VILLARRICA","COLEGIO DE HUMANIDADES DE VILLARICA ,  VILLARRICA",-72.2319592,-39.2854757
"3749",6113,"ESCUELA INDUSTRIAL SAN JOSE","VILLARRICA","ESCUELA INDUSTRIAL SAN JOSE ,  VILLARRICA",-72.2313359,-39.280817
"3750",6115,"COMPLEJO EDUCACIONAL SAN AGUSTIN","VILLARRICA","COMPLEJO EDUCACIONAL SAN AGUSTIN ,  VILLARRICA",-72.1549836,-39.4869999
"3751",6116,"ESCUELA PARTICULAR SAGRADA FAMILIA","VILLARRICA","ESCUELA PARTICULAR SAGRADA FAMILIA ,  VILLARRICA",-72.232647,-39.2799962
"3752",6117,"ESCUELA PARTICULAR NANCUL","VILLARRICA","ESCUELA PARTICULAR NANCUL ,  VILLARRICA",-72.232647,-39.2799962
"3753",6118,"COLEGIO SANTA CRUZ","VILLARRICA","COLEGIO SANTA CRUZ ,  VILLARRICA",-72.2262196,-39.2780998
"3754",6119,"LICEO PART. LIBERTAD","VILLARRICA","LICEO PART. LIBERTAD ,  VILLARRICA",-72.2280896,-39.2855574
"3755",6120,"COLEGIO ALBERTO HURTADO","VILLARRICA","COLEGIO ALBERTO HURTADO ,  VILLARRICA",-72.2272263,-39.2902559
"3756",6121,"ESCUELA PARTICULAR PUCARA ALTO","VILLARRICA","ESCUELA PARTICULAR PUCARA ALTO ,  VILLARRICA",-72.2202112,-39.292234
"3757",6122,"ESCUELA PARTICULAR ADVENTISTA","VILLARRICA","ESCUELA PARTICULAR ADVENTISTA ,  VILLARRICA",-72.2287358,-39.2846874
"3758",6123,"ESCUELA PARTICULAR ARTURO PRAT","LONCOCHE","ESCUELA PARTICULAR ARTURO PRAT ,  LONCOCHE",-72.6284074,-39.370588
"3759",6124,"ESCUELA PARTICULAR PEDRO AGUIRRE CERDA","VILLARRICA","ESCUELA PARTICULAR PEDRO AGUIRRE CERDA ,  VILLARRICA",-72.2360016,-39.2885757
"3760",6126,"ESCUELA PARTICULAR NUEVA ESPERANZA","VILLARRICA","ESCUELA PARTICULAR NUEVA ESPERANZA ,  VILLARRICA",-72.1549067,-39.4884851
"3761",6127,"ESCUELA PARTICULAR CUDICO","VILLARRICA","ESCUELA PARTICULAR CUDICO ,  VILLARRICA",-72.232647,-39.2799962
"3762",6129,"ESCUELA PARTICULAR HUECHULELFU","VILLARRICA","ESCUELA PARTICULAR HUECHULELFU ,  VILLARRICA",-72.2287358,-39.2846874
"3763",6135,"ESCUELA PARTICULAR LUIS CRUZ MARTINEZ","VILLARRICA","ESCUELA PARTICULAR LUIS CRUZ MARTINEZ ,  VILLARRICA",-72.226124,-39.3135508
"3764",6137,"ESCUELA PARTICULAR SAN LUIS","VILLARRICA","ESCUELA PARTICULAR SAN LUIS ,  VILLARRICA",-72.232647,-39.2799962
"3765",6138,"ESCUELA PARTICULAR CALFUTUE","VILLARRICA","ESCUELA PARTICULAR CALFUTUE ,  VILLARRICA",-72.2222214,-39.3757776
"3766",6139,"ESCUELA PARTICULAR SANTA RITA","VILLARRICA","ESCUELA PARTICULAR SANTA RITA ,  VILLARRICA",-72.2262196,-39.2780998
"3767",6140,"ESCUELA PARTICULAR NUEVA LONCOTRARO","VILLARRICA","ESCUELA PARTICULAR NUEVA LONCOTRARO ,  VILLARRICA",-72.2138638,-39.3054628
"3768",6142,"ESCUELA PARTICULAR LIUMALLA","VILLARRICA","ESCUELA PARTICULAR LIUMALLA ,  VILLARRICA",-72.2359033,-39.3185349
"3769",6143,"ESCUELA PARTICULAR RAYENKO","VILLARRICA","ESCUELA PARTICULAR RAYENKO ,  VILLARRICA",-72.232647,-39.2799962
"3770",6144,"ESCUELA PARTICULAR LOS CIRUELOS","VILLARRICA","ESCUELA PARTICULAR LOS CIRUELOS ,  VILLARRICA",-72.232647,-39.2799962
"3771",6147,"ESCUELA PARTICULAR NELTUME","VILLARRICA","ESCUELA PARTICULAR NELTUME ,  VILLARRICA",-72.232647,-39.2799962
"3772",6149,"ESCUELA PARTICULAR SANTA FILOMENA","VILLARRICA","ESCUELA PARTICULAR SANTA FILOMENA ,  VILLARRICA",-72.2262196,-39.2780998
"3773",6151,"ESCUELA PARTICULAR PUENTE BASA","CURARREHUE","ESCUELA PARTICULAR PUENTE BASA ,  CURARREHUE",-71.5017073,-39.3321083
"3774",6154,"ESCUELA PARTICULAR CURILELFU","VILLARRICA","ESCUELA PARTICULAR CURILELFU ,  VILLARRICA",-72.232647,-39.2799962
"3775",6155,"ESCUELA PARTICULAR SAN FRANCISCO","VILLARRICA","ESCUELA PARTICULAR SAN FRANCISCO ,  VILLARRICA",-56.4504334,-25.7833148
"3776",6157,"ESCUELA PARTICULAR VIRGEN CANDELARIA","VILLARRICA","ESCUELA PARTICULAR VIRGEN CANDELARIA ,  VILLARRICA",-72.2254564,-39.2775072
"3777",6160,"ESCUELA PARTICULAR CARMELITA","VILLARRICA","ESCUELA PARTICULAR CARMELITA ,  VILLARRICA",-72.232647,-39.2799962
"3778",6161,"COLEGIO ALEMAN","VILLARRICA","COLEGIO ALEMAN ,  VILLARRICA",-72.1777248,-39.2951256
"3779",6163,"LICEO JUAN SCHLEYER","FREIRE","LICEO JUAN SCHLEYER ,  FREIRE",-72.6356226,-38.9599229
"3780",6164,"ESCUELA JUAN SEGUEL","FREIRE","ESCUELA JUAN SEGUEL ,  FREIRE",-72.6261839,-38.9525784
